ChainName,FranchiseCode,ChainPriority,StoreCode,StoreName,StoreType,AddressLine1,AddressLine2,City,StateCode,PostalCode,CountryCode,ManagerFirstName,ManagerLastName,ManagerEmailAddr,GeofenceRadius,Latitude,Longitude,WrongAddressLine1
GRATIS_HOTEL,,10,GR1509,Gratis Hotel South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,11,GR1510,Gratis Hotel East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,12,GR1511,Gratis Hotel West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,13,GR1512,Gratis Hotel North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,14,GR1513,Gratis Hotel South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,15,GR1514,Gratis Hotel East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,16,GR1515,Gratis Hotel West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,17,GR1516,Gratis Hotel North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,18,GR1517,Gratis Hotel South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,19,GR1518,Gratis Hotel East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,20,GR1519,Gratis Hotel West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,21,GR1520,Gratis Hotel North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,22,GR1521,Gratis Hotel South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,23,GR1522,Gratis Hotel East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,24,GR1523,Gratis Hotel West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
GRATIS_HOTEL,,25,GR1524,Gratis Hotel West Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,1,CR1500,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,2,CR1501,Carrot Finance West Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,3,CR1502,Carrot Finance East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,4,CR1503,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,5,CR1504,Carrot Finance North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,6,CR1505,Carrot Finance South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,7,CR1506,Carrot Finance East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,8,CR1507,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,9,CR1508,Carrot Finance North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,10,CR1509,Carrot Finance South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,11,CR1510,Carrot Finance East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,12,CR1511,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,13,CR1512,Carrot Finance North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,14,CR1513,Carrot Finance South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,15,CR1514,Carrot Finance East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,16,CR1515,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,17,CR1516,Carrot Finance North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,18,CR1517,Carrot Finance South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,19,CR1518,Carrot Finance East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,20,CR1519,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,21,CR1520,Carrot Finance North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,22,CR1521,Carrot Finance South Region,RTL,3601 S Marsalis Ave,,Dallas,TX,239239,USA,John,Elway,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,23,CR1522,Carrot Finance East Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,24,CR1523,Carrot Finance West Region,RTL,2392 Dennison St,,Dallas,TX,239239,USA,Troy,Aikman,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CARROT_FINANCE,,25,CR1524,Carrot Finance West Region,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CRM_CHAIN,,1,CRM_1,CRM Store 1,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
RGRJOBS_CHAIN,RGRJOBS1500,1,RGRJOBS1501,RGR JOBS 1501 North Region,RTL,3239 N Haskell Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
EB_CHAIN,EB1500,1,EB1501,EB 1501East Region,RTL,3239 N John Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
NCD_CHAIN,NCD1500,1,NCD1501,NCD 1501East Region,RTL,3239 N John Ave,,Dallas,TX,239239,USA,John,Smith,Test@dx2mail.co,0.23941,32.810601,-96.796101,
CRM_CHAIN,,2,CRM_AA_1,CRM Store 2,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
AIQ_CHAIN,,1,PP1525,AIQ Store,RTL,239 S Glasgow Dr,,Dallas,TX,239239,USA,Dan,Marino,Test@dx2mail.co,0.23941,32.810601,-96.796101,
