NotUsed,Level1Description,Level1Code,Level2Code,Level2Description,SKU,UPC,CustomProductCode,ProductDescription,ExcludeFromBaseInd,BrandCode,BrandDescription,ChainName,Level1Image,Level2Image,ProductImage,Level1ImageSmall,Level2ImageSmall,ProductImageSmall,Level1ImageLarge,Level2ImageLarge,ProductImageLarge,ProductLongDescription
,Sides,SIDES,PASTAS,Pastas,SKU-00007,UPC-00007,PC-00007,Pesto Cavatappi,N,,,CHICKEN-SHACK,Sides.png,Pastas.jpeg,PestoPasta.png,Sides.png,Pastas.jpeg,PestoPasta.png,Sides.png,Pastas.jpeg,PestoPasta.png,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Wraps,WRAPS,CHICKEN,Chicken,SKU-00073,UPC-00073,PC-00073,Crispy Chicken Tortilla Wrap,N,,,CHICKEN-SHACK,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,TortillaWrap.png,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,TortillaWrap.png,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,TortillaWrap.png,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Wraps,WRAPS,VEGAN,Vegan,SKU-00074,UPC-00074,PC-00074,Avocado Veggie Wraps,N,,,CHICKEN-SHACK,ChickenSnackWrap.jpg,VeganWraps.jpg,AvocadoWrap.jpg,ChickenSnackWrap.jpg,VeganWraps.jpg,AvocadoWrap.jpg,ChickenSnackWrap.jpg,VeganWraps.jpg,AvocadoWrap.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Wraps,WRAPS,VEGAN,Vegan,SKU-00075,UPC-00075,PC-00075,Provencal Veggie Wrap,N,,,CHICKEN-SHACK,ChickenSnackWrap.jpg,VeganWraps.jpg,ProvencalWrap.jpg,ChickenSnackWrap.jpg,VeganWraps.jpg,ProvencalWrap.jpg,ChickenSnackWrap.jpg,VeganWraps.jpg,ProvencalWrap.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Wraps,WRAPS,CHICKEN,Chicken,SKU-00003,UPC-00003,PC-00003,Greek Chicken Wrap,N,,,CHICKEN-SHACK,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,GreekWrap.png,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,GreekWrap.png,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,GreekWrap.png,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Wraps,WRAPS,CHICKEN,Chicken,SKU-00072,UPC-00072,PC-00072,Crispy Chicken Chipolte Wrap,N,,,CHICKEN-SHACK,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,ChipotleWrap.jpg,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,ChipotleWrap.jpg,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,ChipotleWrap.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Wraps,WRAPS,CHICKEN,Chicken,SKU-00071,UPC-00071,PC-00071,Grilled Chicken Wrap,N,,,CHICKEN-SHACK,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,GrilledWrap.jpg,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,GrilledWrap.jpg,ChickenSnackWrap.jpg,ChickenSnackWrap.jpg,GrilledWrap.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Breakfast,BREAKFAST,HOTCAKES,Hotcakes,SKU-00019,UPC-00019,PC-00019,Strawberry Hotcakes,N,,,CHICKEN-SHACK,Breakfast.png,Hotcakes.jpeg,StrawberryHotcakes.jpeg,Breakfast.png,Hotcakes.jpeg,StrawberryHotcakes.jpeg,Breakfast.png,Hotcakes.jpeg,StrawberryHotcakes.jpeg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Baskets,BASKETS,CHICKEN,Chicken,SKU-00010,UPC-00010,PC-00010,Chicken Strip Basket,N,,,CHICKEN-SHACK,Baskets.png,ChickenBasket.jpg,ChickenStripBasket.png,Baskets.png,ChickenBasket.jpg,ChickenStripBasket.png,Baskets.png,ChickenBasket.jpg,ChickenStripBasket.png,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Baskets,BASKETS,CHICKEN,Chicken,SKU-00011,UPC-00011,PC-00011,2pc. Chicken Basket,N,,,CHICKEN-SHACK,Baskets.png,ChickenBasket.jpg,Chicken2Pieces.jpg,Baskets.png,ChickenBasket.jpg,Chicken2Pieces.jpg,Baskets.png,ChickenBasket.jpg,Chicken2Pieces.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
,Baskets,BASKETS,CHICKEN,Chicken,SKU-00004,UPC-00004,PC-00004,Chicken Fingers Basket,N,,,CHICKEN-SHACK,Baskets.png,ChickenBasket.jpg,ChickenFingersBasket.jpeg,Baskets.png,ChickenBasket.jpg,ChickenFingersBasket.jpeg,Baskets.png,ChickenBasket.jpg,ChickenFingersBasket.jpeg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut molestie ullamcorper nulla at pulvinar. Aenean vel orci in nisi ultricies iaculis. Duis consectetur fringilla quam, ut pulvinar turpis scelerisque at. In hac habitasse platea dictumst. Duis id feugiat justo, eget malesuada enim. Sed tincidunt magna sed ipsum gravida posuere. Sed ultrices elit non ante ultricies, tristique tristique ante posuere. Integer volutpat tortor mi, eu tincidunt tortor commodo vitae. Nullam a magna elit. Suspendisse potenti. Mauris laoreet arcu eget ante faucibus suscipit id eget nunc. Vivamus magna orci, varius ornare orci vitae, maximus finibus arcu. Integer sollicitudin risus arcu, sit amet dapibus ante vulputate et. Donec venenatis, nibh non feugiat sodales, magna nisi tincidunt justo, ut tempor arcu leo nec orci. Etiam iaculis, quam et volutpat placerat, leo tellus condimentum est, quis egestas orci magna vel dolor. Sed laoreet neque et risus sollicitudin, id faucibus sapien aliquam."
